"Gene","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_021342655.1","GCA_021534865.1","GCA_021697815.1","GCA_021890555.1"
"yibF","glutathione S-transferase","4","4","1.0","609","609","609.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4975-cds-WP_000779792.1","GCA_021534865.1-NZ_CP091038.1-3680-cds-WP_000779792.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2444-cds-WP_000779783.1","GCA_021890555.1-NZ_JAKLOD010000001.1-123-cds-WP_000779792.1"
"selA","L-seryl-tRNA(Sec) selenium transferase","4","4","1.0","1392","1392","1392.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4976-cds-WP_000206260.1","GCA_021534865.1-NZ_CP091038.1-3681-cds-WP_000206249.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2445-cds-WP_022646257.1","GCA_021890555.1-NZ_JAKLOD010000001.1-124-cds-WP_000206275.1"
"selB","selenocysteine-specific translation elongation factor","4","4","1.0","1845","1845","1845.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4977-cds-WP_000587626.1","GCA_021534865.1-NZ_CP091038.1-3682-cds-WP_000582497.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2446-cds-WP_022646256.1","GCA_021890555.1-NZ_JAKLOD010000001.1-125-cds-WP_000582458.1"
"yiaY","L-threonine dehydrogenase","4","4","1.0","1152","1152","1152.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4978-cds-WP_000741500.1","GCA_021534865.1-NZ_CP091038.1-3683-cds-WP_000168712.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2447-cds-WP_000741500.1","GCA_021890555.1-NZ_JAKLOD010000001.1-126-cds-WP_000168712.1"
"groups_5331","Fic family protein","2","2","1.0","1296","1296","1296.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4979-cds-WP_000985737.1","","GCA_021697815.1-NZ_JAJPUS010000026.1-2448-cds-WP_000985736.1",""
"aldB","aldehyde dehydrogenase AldB","4","4","1.0","1539","1539","1539.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4980-cds-WP_001296522.1","GCA_021534865.1-NZ_CP091038.1-3684-cds-WP_000183978.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2449-cds-WP_000183976.1","GCA_021890555.1-NZ_JAKLOD010000001.1-127-cds-WP_000183978.1"
"groups_5333","MFS transporter","2","2","1.0","1401","1401","1401.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4982-cds-WP_000204818.1","","GCA_021697815.1-NZ_JAJPUS010000026.1-2454-cds-WP_001600688.1",""
"groups_5334","AraC family transcriptional regulator","2","2","1.0","816","816","816.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4983-cds-WP_000891826.1","","GCA_021697815.1-NZ_JAJPUS010000026.1-2455-cds-WP_022646253.1",""
"groups_5335","DUF4862 family protein","1","1","1.0","921","921","921","GCA_021342655.1-NZ_JAJTPH010000006.1-4991-cds-WP_000856275.1","","",""
"yiaJ","IclR family transcriptional regulator YiaJ","4","4","1.0","849","849","849.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4994-cds-WP_000514241.1","GCA_021534865.1-NZ_CP091038.1-3701-cds-WP_000514240.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2465-cds-WP_000514241.1","GCA_021890555.1-NZ_JAKLOD010000001.1-144-cds-WP_000514233.1"
"avtA","valine--pyruvate transaminase","4","4","1.0","1254","1254","1254.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4996-cds-WP_000144359.1","GCA_021534865.1-NZ_CP091038.1-3703-cds-WP_000144361.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2467-cds-WP_000144354.1","GCA_021890555.1-NZ_JAKLOD010000001.1-146-cds-WP_000144344.1"
"bax","protein bax","4","4","1.0","825","825","825.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4998-cds-WP_001297957.1","GCA_021534865.1-NZ_CP091038.1-3705-cds-WP_001297957.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2469-cds-WP_001297957.1","GCA_021890555.1-NZ_JAKLOD010000001.1-148-cds-WP_001297957.1"
"xylR","DNA-binding transcriptional regulator XylR","4","4","1.0","1179","1179","1179.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4999-cds-WP_000494484.1","GCA_021534865.1-NZ_CP091038.1-3706-cds-WP_000494484.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2470-cds-WP_000494484.1","GCA_021890555.1-NZ_JAKLOD010000001.1-149-cds-WP_000494484.1"
"xylH","xylose ABC transporter permease XylH","4","4","1.0","1182","1182","1182.0","GCA_021342655.1-NZ_JAJTPH010000006.1-5000-cds-WP_000045978.1","GCA_021534865.1-NZ_CP091038.1-3707-cds-WP_000045978.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2471-cds-WP_022646250.1","GCA_021890555.1-NZ_JAKLOD010000001.1-150-cds-WP_000045978.1"
"groups_5341","hypothetical protein","1","1","1.0","699","699","699","GCA_021342655.1-NZ_JAJTPH010000071.1-5013-cds-WP_233291438.1","","",""
"groups_5342","TraI domain-containing protein","1","1","1.0","3153","3153","3153","GCA_021342655.1-NZ_JAJTPH010000071.1-5014-cds-WP_233291437.1","","",""
"groups_5343","hypothetical protein","1","1","1.0","738","738","738","GCA_021342655.1-NZ_JAJTPH010000071.1-5015-cds-WP_000128631.1","","",""
"groups_5344","contractile injection system protein%2C VgrG/Pvc8 family","1","1","1.0","342","342","342","GCA_021342655.1-NZ_JAJTPH010000073.1-5021-cds-WP_047939597.1","","",""
"groups_5345","hypothetical protein","1","1","1.0","159","159","159","GCA_021342655.1-NZ_JAJTPH010000073.1-5022-cds-WP_001296337.1","","",""
"groups_5346","hypothetical protein","1","1","1.0","858","858","858","GCA_021342655.1-NZ_JAJTPH010000073.1-5023-cds-WP_001531916.1","","",""
"groups_5347","M23 family metallopeptidase","1","1","1.0","2364","2364","2364","GCA_021342655.1-NZ_JAJTPH010000073.1-5024-cds-WP_000587242.1","","",""
"birA","bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA","4","4","1.0","966","966","966.0","GCA_021342655.1-NZ_JAJTPH010000075.1-5033-cds-WP_000654592.1","GCA_021534865.1-NZ_CP091038.1-3244-cds-WP_000654630.1","GCA_021697815.1-NZ_JAJPUS010000049.1-3780-cds-WP_000654618.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4478-cds-WP_000654593.1"
"coaA","type I pantothenate kinase","4","4","1.0","951","951","951.0","GCA_021342655.1-NZ_JAJTPH010000075.1-5034-cds-WP_000023081.1","GCA_021534865.1-NZ_CP091038.1-3243-cds-WP_000023081.1","GCA_021697815.1-NZ_JAJPUS010000049.1-3781-cds-WP_000023081.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4477-cds-WP_000023081.1"
"groups_5350","replication initiation protein","2","2","1.0","702","702","702.0","GCA_021342655.1-NZ_JAJTPH010000076.1-5041-cds-WP_001281395.1","","GCA_021697815.1-NZ_JAJPUS010000052.1-4140-cds-WP_001281395.1",""
"groups_5351","hypothetical protein","2","2","1.0","255","255","255.0","GCA_021342655.1-NZ_JAJTPH010000076.1-5042-cds-WP_000091746.1","","GCA_021697815.1-NZ_JAJPUS010000052.1-4138-cds-WP_000091746.1",""
"groups_5352","MobA/MobL family protein","2","2","1.0","2148","2148","2148.0","GCA_021342655.1-NZ_JAJTPH010000076.1-5043-cds-WP_001029354.1","","GCA_021697815.1-NZ_JAJPUS010000052.1-4139-cds-WP_001029354.1",""
"groups_5353","PAS domain-containing protein","2","2","1.0","678","678","678.0","GCA_021342655.1-NZ_JAJTPH010000077.1-5050-cds-WP_001348626.1","","GCA_021697815.1-NZ_JAJPUS010000045.1-3749-cds-WP_001348626.1",""
"groups_5354","esterase-like activity of phytase family protein","2","2","1.0","1359","1359","1359.0","GCA_021342655.1-NZ_JAJTPH010000079.1-5059-cds-WP_000823243.1","GCA_021534865.1-NZ_CP091038.1-2835-cds-WP_000823243.1","",""
"groups_5355","IS66 family transposase","1","1","1.0","750","750","750","GCA_021342655.1-NZ_JAJTPH010000079.1-5060-cds-WP_000308034.1","","",""
"groups_5356","ATP-binding cassette domain-containing protein","1","1","1.0","390","390","390","GCA_021342655.1-NZ_JAJTPH010000007.1-5062-cds-WP_233291383.1","","",""
"yejE","ABC transporter permease","4","4","1.0","1026","1026","1026.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5063-cds-WP_000088892.1","GCA_021534865.1-NZ_CP091038.1-76-cds-WP_000088916.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3044-cds-WP_000088899.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1671-cds-WP_000088916.1"
"yejB","microcin C ABC transporter permease YejB","4","4","1.0","1095","1095","1095.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5064-cds-WP_000501604.1","GCA_021534865.1-NZ_CP091038.1-77-cds-WP_000501604.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3045-cds-WP_000501617.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1672-cds-WP_000501583.1"
"yejA","extracellular solute-binding protein","4","4","1.0","1815","1815","1815.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5065-cds-WP_001554206.1","GCA_021534865.1-NZ_CP091038.1-78-cds-WP_000637034.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3046-cds-WP_022645886.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1673-cds-WP_001296836.1"
"pdeN","cyclic di-GMP phosphodiesterase","4","4","1.0","1557","1557","1557.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5066-cds-WP_000470587.1","GCA_021534865.1-NZ_CP091038.1-79-cds-WP_000470560.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3047-cds-WP_000470583.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1674-cds-WP_000470573.1"
"mepS","bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase","4","4","1.0","567","567","567.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5067-cds-WP_000241011.1","GCA_021534865.1-NZ_CP091038.1-80-cds-WP_000241011.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3048-cds-WP_000241011.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1675-cds-WP_000241011.1"
"lpxT","Kdo(2)-lipid A phosphotransferase","4","4","1.0","714","714","714.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5068-cds-WP_001296239.1","GCA_021534865.1-NZ_CP091038.1-81-cds-WP_000594599.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3049-cds-WP_000594599.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1676-cds-WP_000594599.1"
"yeiR","GTP-binding protein, zinc-binding GTPase YeiR","4","4","1.0","987","987","987.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5069-cds-LXO36_RS10655","GCA_021534865.1-NZ_CP091038.1-82-cds-WP_000198828.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3050-cds-WP_000198822.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1677-cds-WP_000198823.1"
"yeiP","elongation factor P-like protein YeiP","4","4","1.0","573","573","573.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5071-cds-WP_001136827.1","GCA_021534865.1-NZ_CP091038.1-84-cds-WP_001136827.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3052-cds-WP_001136827.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1679-cds-WP_001136827.1"
"fruB","fused PTS fructose transporter subunit IIA/HPr protein","4","4","1.0","1131","1131","1131.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5074-cds-WP_000487246.1","GCA_021534865.1-NZ_CP091038.1-87-cds-WP_000487246.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3055-cds-WP_000487253.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1682-cds-WP_000487246.1"
"fruK","1-phosphofructokinase","4","4","1.0","939","939","939.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5075-cds-WP_000091263.1","GCA_021534865.1-NZ_CP091038.1-88-cds-WP_000091263.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3056-cds-WP_000091263.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1683-cds-WP_000091263.1"
"fruA","PTS fructose transporter subunit IIBC","4","4","1.0","1692","1692","1692.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5076-cds-WP_000854422.1","GCA_021534865.1-NZ_CP091038.1-89-cds-WP_000854439.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3057-cds-WP_000854446.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1684-cds-WP_023142850.1"
"rihB","ribosylpyrimidine nucleosidase","4","4","1.0","942","942","942.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5081-cds-WP_000415422.1","GCA_021534865.1-NZ_CP091038.1-94-cds-WP_000415408.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3062-cds-WP_022645883.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1689-cds-WP_000415446.1"
"nfo","deoxyribonuclease IV","4","4","1.0","858","858","858.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5083-cds-WP_000873880.1","GCA_021534865.1-NZ_CP091038.1-97-cds-WP_000873895.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3065-cds-WP_000873886.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1692-cds-WP_000873890.1"
"yeiH","YeiH family protein","4","4","1.0","1050","1050","1050.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5084-cds-WP_000182056.1","GCA_021534865.1-NZ_CP091038.1-98-cds-WP_000182053.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3066-cds-WP_000182053.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1693-cds-WP_000182053.1"
"yieE_00209","DNA-binding transcriptional regulator YeiE, LysR family transcriptional regulator","4","4","1.0","882","882","882.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5085-cds-WP_000548294.1","GCA_021534865.1-NZ_CP091038.1-99-cds-WP_000548294.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3067-cds-WP_000548294.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1694-cds-WP_000548294.1"
"lysP","lysine-specific permease","4","4","1.0","1470","1470","1470.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5086-cds-WP_000534384.1","GCA_021534865.1-NZ_CP091038.1-100-cds-WP_000253273.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3068-cds-WP_000534384.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1695-cds-WP_000253273.1"
"cirA","catecholate siderophore receptor CirA","3","3","1.0","1992","1992","1992.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5087-cds-WP_000489277.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-3069-cds-WP_022645882.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1696-cds-WP_000489270.1"
"yeiG","S-formylglutathione hydrolase","4","4","1.0","837","837","837.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5088-cds-WP_000425450.1","GCA_021534865.1-NZ_CP091038.1-102-cds-WP_000425438.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3070-cds-WP_022645881.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1697-cds-WP_000425438.1"
"folE","GTP cyclohydrolase I FolE","4","4","1.0","669","669","669.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5089-cds-WP_001139613.1","GCA_021534865.1-NZ_CP091038.1-103-cds-WP_001139613.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3071-cds-WP_001139613.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1698-cds-WP_001139613.1"
"yeiB","DUF418 family protein","4","4","1.0","1158","1158","1158.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5090-cds-WP_000440900.1","GCA_021534865.1-NZ_CP091038.1-104-cds-WP_000440926.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3072-cds-WP_022645880.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1699-cds-WP_000440894.1"
"galS","HTH-type transcriptional regulator GalS","4","4","1.0","1041","1041","1041.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5091-cds-WP_000628655.1","GCA_021534865.1-NZ_CP091038.1-105-cds-WP_000628648.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3073-cds-WP_022645879.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1700-cds-WP_000628660.1"
"mglB","galactose/glucose ABC transporter substrate-binding protein MglB","4","4","1.0","999","999","999.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5092-cds-WP_001036964.1","GCA_021534865.1-NZ_CP091038.1-106-cds-WP_001036964.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3074-cds-WP_001036964.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1701-cds-WP_001036964.1"
"mglA","galactose/methyl galactoside ABC transporter ATP-binding protein MglA","4","4","1.0","1521","1521","1521.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5093-cds-WP_000255034.1","GCA_021534865.1-NZ_CP091038.1-107-cds-WP_000255039.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3075-cds-WP_000255034.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1702-cds-WP_000255039.1"
"mglC","galactose/methyl galactoside ABC transporter permease MglC","4","4","1.0","1011","1011","1011.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5094-cds-WP_001275112.1","GCA_021534865.1-NZ_CP091038.1-108-cds-WP_001275118.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3076-cds-WP_001275118.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1703-cds-WP_001275118.1"
"preA","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","4","4","1.0","1236","1236","1236.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5095-cds-WP_000956074.1","GCA_021534865.1-NZ_CP091038.1-109-cds-WP_000956071.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3077-cds-WP_022645878.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1704-cds-WP_000956041.1"
"sanA","outer membrane permeability protein SanA","4","4","1.0","720","720","720.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5098-cds-WP_000920064.1","GCA_021534865.1-NZ_CP091038.1-112-cds-WP_000920064.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3080-cds-WP_000920064.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1707-cds-WP_000920068.1"
"cdd","cytidine deaminase","4","4","1.0","885","885","885.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5099-cds-WP_000553553.1","GCA_021534865.1-NZ_CP091038.1-113-cds-WP_000553555.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3081-cds-WP_000553553.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1708-cds-WP_000553555.1"
"yohK","CidB/LrgB family autolysis modulator","4","4","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5100-cds-WP_000968208.1","GCA_021534865.1-NZ_CP091038.1-114-cds-WP_000968208.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3082-cds-WP_000968208.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1709-cds-WP_000968208.1"
"yohJ","CidA/LrgA family protein","4","4","1.0","399","399","399.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5101-cds-WP_001295452.1","GCA_021534865.1-NZ_CP091038.1-115-cds-WP_001295452.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3083-cds-WP_001295452.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1710-cds-WP_001295452.1"
"dusC","tRNA dihydrouridine(16) synthase DusC","4","4","1.0","948","951","950.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5102-cds-WP_001264872.1","GCA_021534865.1-NZ_CP091038.1-116-cds-WP_001264861.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3084-cds-WP_022645877.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1711-cds-WP_001264869.1"
"mdtQ","multidrug resistance outer membrane protein MdtQ","4","4","1.0","1437","1437","1437.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5103-cds-WP_001078132.1","GCA_021534865.1-NZ_CP091038.1-117-cds-WP_001078139.1","GCA_021697815.1-NZ_JAJPUS010000011.1-365-cds-WP_022645876.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1712-cds-WP_001078114.1"
"yohD","DedA family protein","4","4","1.0","579","579","579.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5105-cds-WP_000365433.1","GCA_021534865.1-NZ_CP091038.1-119-cds-WP_001296821.1","GCA_021697815.1-NZ_JAJPUS010000011.1-363-cds-WP_001296821.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1714-cds-WP_000365433.1"
"yohC","YIP1 family protein","4","4","1.0","588","588","588.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5106-cds-WP_001295454.1","GCA_021534865.1-NZ_CP091038.1-120-cds-WP_001295454.1","GCA_021697815.1-NZ_JAJPUS010000011.1-362-cds-WP_001295454.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1715-cds-WP_001295454.1"
"pbpG","D-alanyl-D-alanine endopeptidase","4","4","1.0","933","933","933.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5107-cds-WP_001319943.1","GCA_021534865.1-NZ_CP091038.1-121-cds-WP_001319943.1","GCA_021697815.1-NZ_JAJPUS010000011.1-361-cds-WP_001295432.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1716-cds-WP_001295432.1"
"dld","D-lactate dehydrogenase","4","4","1.0","1716","1716","1716.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5108-cds-WP_000097409.1","GCA_021534865.1-NZ_CP091038.1-122-cds-WP_000097403.1","GCA_021697815.1-NZ_JAJPUS010000011.1-360-cds-WP_021531450.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1717-cds-WP_000097390.1"
"bglX","beta-glucosidase BglX","4","4","1.0","2298","2298","2298.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5109-cds-WP_000871487.1","GCA_021534865.1-NZ_CP091038.1-123-cds-WP_000871504.1","GCA_021697815.1-NZ_JAJPUS010000011.1-359-cds-WP_023908917.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1718-cds-WP_000871517.1"
"yehW","glycine betaine ABC transporter permease YehW","4","4","1.0","732","732","732.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5113-cds-WP_000783109.1","GCA_021534865.1-NZ_CP091038.1-127-cds-WP_000783119.1","GCA_021697815.1-NZ_JAJPUS010000011.1-355-cds-WP_022645871.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1722-cds-WP_000783120.1"
"mlrA","HTH-type transcriptional regulator MlrA","4","4","1.0","732","732","732.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5115-cds-WP_001240408.1","GCA_021534865.1-NZ_CP091038.1-129-cds-WP_001240401.1","GCA_021697815.1-NZ_JAJPUS010000011.1-353-cds-WP_001240398.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1724-cds-WP_001240401.1"
"btsS","two-component regulatory system sensor histidine kinase BtsS","4","4","1.0","1686","1686","1686.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5116-cds-WP_001295431.1","GCA_021534865.1-NZ_CP091038.1-130-cds-WP_001295431.1","GCA_021697815.1-NZ_JAJPUS010000011.1-352-cds-WP_001334139.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1725-cds-WP_001295431.1"
"btsR","two-component system response regulator BtsR","4","4","1.0","720","720","720.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5117-cds-WP_000598641.1","GCA_021534865.1-NZ_CP091038.1-131-cds-WP_000598641.1","GCA_021697815.1-NZ_JAJPUS010000011.1-351-cds-WP_012311742.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1726-cds-WP_000598641.1"
"yehS","DUF1456 family protein","4","4","1.0","471","471","471.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5118-cds-WP_001295430.1","GCA_021534865.1-NZ_CP091038.1-132-cds-WP_001295430.1","GCA_021697815.1-NZ_JAJPUS010000011.1-350-cds-WP_001295430.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1727-cds-WP_001365803.1"
"yehR","YehR family lipoprotein","4","4","1.0","462","462","462.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5119-cds-WP_001296231.1","GCA_021534865.1-NZ_CP091038.1-133-cds-WP_001373589.1","GCA_021697815.1-NZ_JAJPUS010000011.1-349-cds-WP_001296231.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1728-cds-WP_001295429.1"
"yehL","MoxR family ATPase","4","4","1.0","1089","1089","1089.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5123-cds-WP_001296229.1","GCA_021534865.1-NZ_CP091038.1-137-cds-WP_001300974.1","GCA_021697815.1-NZ_JAJPUS010000011.1-345-cds-WP_022645867.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1732-cds-WP_000074859.1"
"groups_5400","WGR and DUF4132 domain-containing protein","1","1","1.0","3801","3801","3801","GCA_021342655.1-NZ_JAJTPH010000007.1-5127-cds-WP_001215662.1","","",""
"metG","methionine--tRNA ligase","4","4","1.0","2034","2034","2034.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5128-cds-WP_001296226.1","GCA_021534865.1-NZ_CP091038.1-141-cds-WP_001350533.1","GCA_021697815.1-NZ_JAJPUS010000011.1-341-cds-WP_001571626.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1736-cds-WP_001295427.1"
"apbC","iron-sulfur cluster carrier protein ApbC","4","4","1.0","1110","1110","1110.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5129-cds-WP_001005448.1","GCA_021534865.1-NZ_CP091038.1-142-cds-WP_001005444.1","GCA_021697815.1-NZ_JAJPUS010000011.1-340-cds-WP_001005448.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1737-cds-WP_001005448.1"
"rcnB","Ni(II)/Co(II) efflux transporter accessory subunit RcnB","4","4","1.0","339","339","339.0","GCA_021342655.1-NZ_JAJTPH010000007.1-5135-cds-WP_000153067.1","GCA_021534865.1-NZ_CP091038.1-150-cds-WP_000153074.1","GCA_021697815.1-NZ_JAJPUS010000011.1-334-cds-WP_000153067.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1743-cds-WP_000153074.1"
